time,direction,entry,sl,tp,score,result,bars_to_result,reasons
2023-08-22 13:49:00,SELL,1892.43,1892.87,1891.54,3.5,WIN,1,Cấu trúc H1 có CHoCH hướng GIẢM (chưa xác nhận trên H4) | Giá đang test lại Order Block bearish_ob (1891.63-1892.45) | Price action xác nhận: bearish_rejection | M1 có break nhỏ xác nhận hướng vào lệnh (BOS)
2023-08-28 13:40:00,BUY,1916.27,1899.07,1950.67,4.0,TIMEOUT,800,Cấu trúc H4+H1 đồng thuận CHoCH hướng TĂNG | Giá đang test lại Order Block bullish_ob (1904.50-1915.36) | Price action xác nhận: bullish_rejection | M1 có break nhỏ xác nhận hướng vào lệnh (BOS)
